record,Bullied_on_school_property_in_past_12_months,Age,Sex,Felt Lonely,Close Friends,Other Students Kind and Helpful
532,No,14 years old,Male,Never,3 or more,Most of the time
533,No,15 years old,Male,Rarely,3 or more,Sometimes
534,No,15 years old,Female,Most of the time,3 or more,Sometimes
535,No,14 years old,Male,Never,3 or more,Most of the time
536,No,13 years old,Male,Never,3 or more,Always
537,Yes,14 years old,Male,Never,3 or more,Never
538,Yes,14 years old,Female,Always,3 or more,Never
539,No,13 years old,Male,Never,3 or more,Never
540, ,13 years old,Male,Rarely,1,Always
541,Yes,16 years old,Male,Sometimes,3 or more,Rarely
542,No,13 years old,Male,Rarely,3 or more,Never
543,No,13 years old,Female,Never,3 or more,Always
544,Yes,14 years old,Female,Sometimes,2,Sometimes
546,No,15 years old,Male,Never,3 or more,Most of the time
547,No,13 years old,Male,Never,3 or more,Rarely
548,No,13 years old,Male,Rarely,0,Never
549,No,14 years old,Male,Never,3 or more,Sometimes
550,No,13 years old,Male,Rarely,3 or more,Sometimes
551,Yes,13 years old,Male,Most of the time,3 or more,Rarely
552,No,14 years old,Female,Sometimes,3 or more,Sometimes
553,No,13 years old,Male,Never,3 or more,Rarely
554,No,14 years old,Female,Never,3 or more,Always
555,No,16 years old,Female,Sometimes,2,Most of the time
556,No,14 years old,Female,Never,2,Sometimes
557,Yes,15 years old,Female,Always,3 or more,Rarely
558,Yes,13 years old,Female,Always,3 or more,Rarely
559,No,14 years old,Male,Sometimes,0,Never
560,No,15 years old,Male,Never,3 or more,Always
561,No,13 years old,Female,Always,3 or more,Always
562,Yes,13 years old,Female,Sometimes,3 or more,Sometimes
563,No,13 years old,Female,Always,3 or more,Sometimes
564,No,13 years old,Male,Sometimes,3 or more,Never
565,Yes,16 years old,Male,Rarely,3 or more,Sometimes
566,No,15 years old,Female,Never,1,Always
567,No,13 years old,Male,Sometimes,3 or more,Most of the time
568,Yes,15 years old,Female,Sometimes,3 or more, 
569,No,13 years old,Female,Never,2,Rarely
570,No,16 years old,Male,Never,1,Most of the time
571, ,14 years old,Male,Always, ,Always
572,No,14 years old,Male,Most of the time,3 or more,Rarely
573,No,14 years old,Female,Sometimes,2,Never
574,Yes,15 years old,Female,Sometimes,3 or more,Most of the time
575,Yes,14 years old,Female,Most of the time,3 or more,Sometimes
576,No,13 years old,Female,Never,3 or more,Sometimes
577,No,14 years old,Male,Never,0,Most of the time
578,Yes,15 years old,Male,Sometimes,3 or more,Sometimes
579,No,14 years old,Male,Rarely,3 or more,Most of the time
580,Yes,15 years old,Male,Never,3 or more,Never
581,No,14 years old,Male,Never,3 or more,Always
582,No,14 years old,Male,Never,3 or more,Sometimes
583,No,13 years old,Female,Rarely,3 or more,Most of the time
584,No,15 years old,Male,Never,3 or more,Sometimes
585,No,14 years old,Male,Never,3 or more,Never
586,No,13 years old,Male,Never,3 or more,Sometimes
587,No,13 years old,Female,Sometimes,3 or more,Never
588,No,14 years old,Male,Never,3 or more,Sometimes
589,No,13 years old,Male,Never,3 or more,Always
590,No,13 years old,Male,Rarely,3 or more,Most of the time
591,No,13 years old,Female,Most of the time,3 or more,Never
592,No,13 years old,Male,Rarely,3 or more,Never
593,No,13 years old,Female,Always,3 or more,Never
594,No,16 years old,Female,Rarely,3 or more,Never
595,Yes,15 years old,Female,Rarely,2,Sometimes
596,Yes,15 years old,Female,Sometimes,2,Never
597,No,13 years old,Male,Never, ,Always
598,No,14 years old,Female,Sometimes,3 or more,Rarely
599,No,14 years old,Male,Sometimes,3 or more,Sometimes
600,No,15 years old,Male,Sometimes,3 or more,Sometimes
601,No,15 years old,Female,Most of the time,0,Never
602,No,14 years old,Female,Most of the time,3 or more,Rarely
603,No,14 years old,Female,Never,3 or more,Sometimes
604,Yes,17 years old,Female,Sometimes,3 or more,Never
605,No,14 years old,Female,Never,3 or more,Sometimes
606,No,14 years old,Male,Never,3 or more,Rarely
607,No,16 years old,Female,Sometimes,3 or more,Never
608,No,17 years old,Male,Never, ,Most of the time
609,Yes,14 years old,Female,Most of the time,2,Rarely
610,No,14 years old,Male,Never,3 or more,Most of the time
611,No,15 years old,Male,Rarely,3 or more,Sometimes
612,No,14 years old,Female,Never,3 or more,Sometimes
613,No,16 years old,Female,Most of the time,3 or more,Most of the time
614,No,14 years old,Female,Sometimes,3 or more,Sometimes
615,No,15 years old,Female,Always,3 or more,Rarely
616,No,14 years old,Female,Never,3 or more,Rarely
617,No,14 years old,Female,Never,3 or more,Sometimes
618,No,14 years old,Female,Never,3 or more,Most of the time
619,No,17 years old,Male,Most of the time,1,Most of the time
620,No,14 years old,Female,Sometimes,3 or more,Sometimes
621,No,14 years old,Male,Never,3 or more,Never
622,No,14 years old,Female,Never,3 or more,Sometimes
623,No,14 years old,Female,Most of the time,1,Rarely
624,No,14 years old,Male,Never,3 or more,Always
625,No,14 years old,Female,Never,3 or more,Sometimes
626,No,14 years old,Female,Rarely,3 or more,Sometimes
627,No,17 years old,Male,Sometimes,0,Sometimes
628,No,15 years old,Female,Never,2,Sometimes
629,No,15 years old,Male,Sometimes,3 or more,Rarely
630,No,15 years old,Male,Never,3 or more,Sometimes
631,No,14 years old,Female,Sometimes,3 or more,Rarely
632,Yes,14 years old,Male,Most of the time,3 or more,Rarely
633,No,14 years old,Female,Never,3 or more,Always
634,No,16 years old,Male,Never,3 or more,Most of the time
635,No,16 years old,Female,Rarely,3 or more,Always
636,No,16 years old,Female,Rarely,3 or more,Always
637,No,15 years old,Female,Most of the time,1,Sometimes
638,No,17 years old,Male,Never,3 or more,Sometimes
639,No,14 years old,Female,Rarely,3 or more,Never
640,No,14 years old,Female,Sometimes,2,Never
641,No,15 years old,Female,Most of the time,2,Rarely
642,No,14 years old,Female,Sometimes,2,Rarely
643,No,16 years old,Male,Sometimes,3 or more,Most of the time
644,No,18 years old or older,Male,Rarely,1,Sometimes
645,Yes,16 years old,Female,Rarely,2,Most of the time
646,No,14 years old,Female,Never,3 or more,Always
647,No,15 years old,Male,Sometimes,3 or more,Sometimes
648,No,15 years old,Female,Never,3 or more,Most of the time
649,No,14 years old,Female,Never,3 or more,Always
650,Yes,14 years old,Female,Rarely,3 or more,Always
651,No,16 years old,Male,Rarely,3 or more,Sometimes
652,No,17 years old,Male,Rarely,2,Never
653,No,15 years old,Male,Rarely,3 or more,Always
654,No,17 years old,Male,Never,1,Sometimes
655,Yes,17 years old,Male, , ,Most of the time
656,Yes,14 years old,Female,Sometimes,3 or more,Most of the time
657,No,15 years old,Female,Sometimes,3 or more, 
658,No,15 years old,Female,Rarely,1,Most of the time
659,Yes,16 years old, ,Most of the time,1,Sometimes
660,No,15 years old,Male,Sometimes,3 or more,Most of the time
661,Yes,17 years old,Female,Rarely,1,Sometimes
662,No,16 years old,Male,Rarely,3 or more,Sometimes
663,No,15 years old,Male,Never,3 or more,Always
664,No,16 years old,Female,Never,2,Most of the time
665,No,16 years old,Male,Rarely,3 or more,Sometimes
666,No,17 years old,Female,Sometimes,2,Most of the time
667,No,17 years old,Female,Rarely,0,Rarely
668,No,15 years old,Female,Sometimes,3 or more,Rarely
669,No,16 years old,Male,Never,3 or more,Sometimes
670,No,17 years old,Male,Rarely,3 or more,Rarely
671,No,17 years old,Male,Sometimes,3 or more,Always
672,No,17 years old,Female,Most of the time,2,Rarely
673,No,15 years old,Female,Rarely,3 or more,Most of the time
674,No,15 years old,Female,Sometimes,2,Always
675,No,15 years old,Male,Sometimes,2,Rarely
676,No,15 years old,Male,Sometimes,1,Sometimes
677,No,15 years old,Male,Sometimes,3 or more,Most of the time
678,Yes,17 years old,Male,Sometimes,3 or more,Always
679,No,15 years old,Male,Never,3 or more,Most of the time
680,No,15 years old,Male,Sometimes,3 or more,Always
681,No,15 years old,Male,Rarely,2,Sometimes
682,No,17 years old,Female,Never,3 or more,Rarely
683,No,15 years old,Female,Never,3 or more,Most of the time
684,No,15 years old,Female,Always,1,Rarely
685,No,16 years old,Male,Sometimes,3 or more,Rarely
686,No,15 years old,Male,Never,3 or more,Always
687,No,17 years old,Male,Rarely,3 or more,Never
688,Yes,16 years old,Male,Never,3 or more,Most of the time
689,No,15 years old,Male,Sometimes,3 or more,Sometimes
690,No,15 years old,Male,Never,2,Never
691,No,16 years old,Male,Rarely,3 or more,Most of the time
692,No,15 years old,Male,Never,3 or more,Sometimes
693,No,16 years old,Male,Rarely,2,Most of the time
694,No,16 years old,Male,Sometimes,3 or more,Rarely
695,No,17 years old,Male,Rarely,3 or more,Most of the time
696,No,16 years old,Male,Never,3 or more,Most of the time
697,No,15 years old,Male,Rarely,3 or more,Always
698,No,16 years old,Male,Sometimes,0,Never
699,No,17 years old,Female,Most of the time,1,Rarely
700,No,15 years old,Female,Rarely,3 or more,Rarely
701,Yes,17 years old,Male,Sometimes,3 or more,Rarely
702,No,15 years old,Female,Always,2,Most of the time
703,No,17 years old,Female,Sometimes,3 or more,Most of the time
704,No,17 years old,Male,Never,3 or more,Most of the time
705,Yes,17 years old,Male,Always,3 or more,Rarely
706,No,16 years old,Female,Always,3 or more,Sometimes
707,No,17 years old,Female,Sometimes,1,Always
708,No,16 years old,Male,Rarely,3 or more,Most of the time
709,No,17 years old,Female,Sometimes,2,Sometimes
710,No,15 years old,Female,Most of the time,2,Never
711,No,17 years old,Female,Most of the time,2,Rarely
712,No,16 years old,Male,Most of the time,0,Sometimes
713,No,15 years old,Male,Never,1,Most of the time
714,No,17 years old,Female,Most of the time,3 or more,Always
715,No,17 years old,Female,Most of the time,3 or more,Most of the time
716,No,15 years old,Female,Rarely,3 or more,Rarely
717,No,17 years old,Male,Sometimes,3 or more,Sometimes
718,No,17 years old,Male,Never,1,Rarely
719,Yes,16 years old,Female,Sometimes,3 or more,Always
720,No,16 years old,Female,Sometimes,2,Most of the time
721,No,17 years old,Female,Always,3 or more,Sometimes
722, ,17 years old,Female,Never,3 or more,Sometimes
723,No,17 years old,Male,Always,2,Always
724,No,16 years old,Male,Always,0,Sometimes
725,No,16 years old,Female,Rarely,3 or more,Always
726,No,16 years old,Female,Always,1,Rarely
727,No,17 years old,Male,Never,3 or more,Most of the time
728,No,16 years old,Female,Rarely,3 or more,Always
729,Yes,17 years old,Male,Rarely,1,Most of the time
730,No,17 years old,Female,Sometimes,3 or more,Most of the time
731,No,16 years old,Female,Sometimes,0,Most of the time
732,No,16 years old,Male,Sometimes,3 or more,Most of the time
733,No,17 years old,Male,Never,3 or more,Rarely
734,No,17 years old,Female,Sometimes,1,Never
735,No,16 years old,Female,Sometimes,3 or more,Most of the time
736,No,13 years old,Female,Rarely,2, 
737,No,13 years old,Female,Rarely,3 or more,Sometimes
738,No,13 years old,Male,Sometimes,2, 
739,No,13 years old,Female,Rarely,3 or more,Sometimes
740,Yes,14 years old,Female,Rarely,3 or more, 
741,Yes,13 years old,Female,Rarely,2,Sometimes
742,No,15 years old,Male,Never,3 or more,Never
743,No,13 years old,Female,Sometimes,2,Never
744,Yes,13 years old,Male,Sometimes,2,Rarely
745,Yes,13 years old,Female,Rarely,2,Sometimes
746,Yes,14 years old,Male,Never,3 or more,Sometimes
747,Yes,13 years old,Male,Rarely,3 or more,Always
748,Yes,13 years old,Male,Never,3 or more,Rarely
749,Yes,13 years old,Male,Never,3 or more,Sometimes
750,No,13 years old, ,Never,3 or more,Sometimes
751,No,13 years old,Male,Never,1,Never
752,No,13 years old,Male,Rarely,3 or more,Never
753,No,13 years old,Male,Never,1, 
754,No,13 years old,Female,Sometimes,3 or more,Most of the time
755,No,13 years old,Female,Most of the time,0,Rarely
756,No,13 years old,Male,Never,3 or more,Sometimes
757,Yes,16 years old,Male,Never,3 or more,Never
758,No,13 years old,Female,Sometimes,3 or more,Always
759,No,13 years old,Female,Never,1,Rarely
760,Yes,13 years old,Female,Sometimes,3 or more,Rarely
761,No,13 years old,Male,Sometimes,2,Rarely
762,Yes,15 years old,Male,Most of the time,2,Sometimes
763,No,15 years old,Male,Never,3 or more,Sometimes
764,No,15 years old,Male,Never,3 or more,Never
765,Yes,13 years old,Female,Always,1,Rarely
766,No,14 years old,Female,Sometimes,3 or more,Most of the time
767,No,14 years old,Female,Sometimes,1,Always
768,No,13 years old,Female,Rarely,3 or more,Rarely
769,No,13 years old,Female,Sometimes,3 or more,Rarely
770,No,14 years old,Female,Never,1,Rarely
771,No,13 years old,Female,Always,1,Rarely
772,Yes,13 years old,Female,Never,1,Sometimes
773,No,13 years old,Female,Never,2,Most of the time
774,No,13 years old,Female,Never,3 or more,Sometimes
775,Yes,16 years old,Male,Sometimes,3 or more,Sometimes
776,No,15 years old,Female,Most of the time,3 or more,Most of the time
777,Yes,14 years old,Female,Always,0,Always
778,No,17 years old,Female,Rarely,3 or more,Most of the time
779,No,14 years old,Male,Never,3 or more,Most of the time
780,No,16 years old,Female,Never,3 or more,Most of the time
781,No,14 years old,Female,Sometimes,1,Never
782,Yes,15 years old,Female,Rarely,3 or more,Most of the time
783,No,14 years old,Male,Sometimes,3 or more,Most of the time
784,No,14 years old,Female,Always,3 or more,Sometimes
785,No,15 years old,Male,Never,2,Sometimes
786,No,14 years old,Female,Rarely,3 or more,Most of the time
787,No,15 years old,Female,Rarely,3 or more,Most of the time
788,No,15 years old,Male,Sometimes,2,Most of the time
789,No,14 years old,Male,Never,3 or more,Sometimes
790,No,16 years old,Male,Always,3 or more,Never
791,No,15 years old,Female,Most of the time,1,Rarely
792,Yes,15 years old,Female,Sometimes,2,Most of the time
793,No,14 years old,Female,Rarely,3 or more,Most of the time
794,No,14 years old,Female,Sometimes,3 or more,Never
795,No,15 years old,Male,Never,3 or more,Most of the time
796,No,14 years old,Male,Never,3 or more,Sometimes
797,No,15 years old,Male,Sometimes,3 or more,Rarely
798,No,16 years old,Male,Sometimes,2,Never
799,No,14 years old,Male,Rarely,3 or more, 
800,No,14 years old,Female,Never,2,Sometimes
801,No,14 years old,Female,Sometimes,3 or more, 
802,No,16 years old,Male,Rarely,3 or more, 
803,No,14 years old,Female,Sometimes,2, 
804,No,15 years old,Female,Most of the time,1, 
805,Yes,14 years old, ,Most of the time,1,Never
806,No,14 years old,Female,Never,3 or more,Sometimes
807,No,15 years old,Female,Never,3 or more,Always
808,No,15 years old,Female,Most of the time,1,Most of the time
809,No,14 years old,Female,Rarely,3 or more,Never
810,No,14 years old,Male,Rarely,0,Rarely
811,Yes,17 years old,Female,Most of the time, ,Most of the time
812,No,15 years old,Female,Always,2,Most of the time
813,Yes,15 years old,Male,Always,0,Never
814,No,16 years old,Male,Sometimes,2,Rarely
815,No,16 years old,Female,Never,3 or more,Always
816,No,15 years old,Male,Most of the time,3 or more,Rarely
817,No,16 years old,Female,Most of the time,3 or more,Most of the time
818,No,17 years old,Male,Sometimes,3 or more,Always
819,Yes,15 years old,Female,Most of the time,3 or more,Rarely
820,No,16 years old,Female,Rarely,3 or more,Most of the time
821,No,15 years old,Female,Rarely,3 or more,Sometimes
823,Yes,17 years old,Male,Most of the time,0, 
824,No,16 years old,Male,Rarely,3 or more,Sometimes
825,No,16 years old,Female,Rarely,3 or more,Always
826,No,16 years old,Female,Most of the time,2,Sometimes
827,Yes,15 years old,Female,Rarely,3 or more,Sometimes
828,Yes,16 years old,Female,Most of the time,3 or more,Rarely
829,No,16 years old,Male,Most of the time,3 or more,Rarely
830,No,17 years old,Male,Never,3 or more,Always
831,Yes,15 years old,Male,Always,1,Never
832,No,15 years old,Female,Always,3 or more,Most of the time
833,Yes,15 years old,Female,Rarely,3 or more,Never
834,No,16 years old,Male,Rarely,3 or more,Most of the time
835,Yes,17 years old,Male,Rarely,3 or more,Sometimes
836,Yes,16 years old,Female,Sometimes,3 or more,Sometimes
837,No,17 years old,Male,Never,3 or more,Sometimes
838,Yes,17 years old,Female,Most of the time,3 or more,Sometimes
839,Yes,17 years old,Female,Sometimes,3 or more,Most of the time
840,No,17 years old,Male,Most of the time,2,Rarely
